Postal/ZIP|Internet URL|Type|TotalDueBalance|Terms|Tamtagebal5|Tamtagebal4|Tamtagebal3|Tamtagebal2|Tamtagebal1|StdCh|Date|Prov/State|Name|Site|G/L Reference|Project|Phone|Row Pointer|Pamount|Pairvalue|Address|Address|Namount|Name|Invoice Seq|Invoice|Phone|Eurotamtagebal5|Eurotamtagebal4|Eurotamtagebal3|Eurotamtagebal2|Eurotamtagebal1|Europamount|Eurobalance2|Email|Date|Description|Address|Debit|Date|CustSeq|Customer|Address|Name|Currency|Currency|Postal/ZIP|Address|Credit|User Name|CreateDate|Country|Contact|City|Bank Transit Number|Name|Bank Account|Balance2|Balance1|Invoice|Number of Invoices|Address|Address|Address|Address
||Debit Memo|||1552392.84|15257.93|13257.93|12257.93|0|D|23-04-21 0:00||MJSB|MJSB|DN20145||03-4065 0111|68fe59fa-f3fc-45ba-950a-042b7cc2c5a2|10487.23|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|MCC OVERSEAS (M) SDN BHD|0|DN20145|03-4065 0121/122|0|0|0|0|0|0|0||31-10-20|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||31-10-20|-1|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|10487.23|87386.55|0|0|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
||Debit Memo|||1552392.84|15257.93|13257.93|12257.93|0|D|23-04-21 0:00||MJSB|MJSB|DN20158||03-4065 0111|6ea94c41-322d-4081-8d12-b90c58ef3dc0|7149.05|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|MCC OVERSEAS (M) SDN BHD|0|DN20158|03-4065 0121/122|0|0|0|0|0|0|0||30-11-20|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||30-11-20|-1|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|7149.05|94535.6|0|0|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
||Debit Memo|||1552392.84|15257.93|13257.93|12257.93|0|D|23-04-21 0:00||MJSB|MJSB|DN20159||03-4065 0111|1d0aeb57-1593-48ea-96b8-11ed0a1dfa60|10487.23|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|MCC OVERSEAS (M) SDN BHD|0|DN20159|03-4065 0121/122|0|0|0|0|0|0|0||30-11-20|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||30-11-20|-1|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|10487.23|105022.83|0|0|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
||Debit Memo|||1552392.84|15257.93|13257.93|12257.93|0|D|23-04-21 0:00||MJSB|MJSB|DN20163||03-4065 0111|0abc3c43-b9bc-434a-80a6-0cd50f3fd82f|7149.05|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|MCC OVERSEAS (M) SDN BHD|0|DN20163|03-4065 0121/122|0|0|0|0|0|0|0||31-12-20|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||31-12-20|-1|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|7149.05|112171.88|0|0|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
||Debit Memo|||1552392.84|15257.93|13257.93|12257.93|0|D|23-04-21 0:00||MJSB|MJSB|DN20164||03-4065 0111|12cd6b25-e3ed-44e5-b880-ad1c38b436e8|10487.23|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|MCC OVERSEAS (M) SDN BHD|0|DN20164|03-4065 0121/122|0|0|0|0|0|0|0||31-12-20|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||31-12-20|-1|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|10487.23|122659.11|0|0|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
||Debit Memo|||1552392.84|15257.93|13257.93|12257.93|0|D|23-04-21 0:00||MJSB|MJSB|DN21004||03-4065 0111|c4a4368a-9d70-496e-a658-75c34be669bb|6270.7|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|MCC OVERSEAS (M) SDN BHD|0|DN21004|03-4065 0121/122|0|0|0|0|0|0|0||31-01-21|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||31-01-21|-1|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|6270.7|128929.81|0|0|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
||Debit Memo|||1552392.84|15257.93|13257.93|12257.93|0|D|23-04-21 0:00||MJSB|MJSB|DN21005||03-4065 0111|bdb03fcb-8945-4c52-8762-91022aaebbcb|8987.23|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|MCC OVERSEAS (M) SDN BHD|0|DN21005|03-4065 0121/122|0|0|0|0|0|0|0||31-01-21|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||31-01-21|-1|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|8987.23|137917.04|0|0|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
||Debit Memo|||1552392.84|15257.93|13257.93|12257.93|0|D|23-04-21 0:00||MJSB|MJSB|DN21023||03-4065 0111|a26aef30-9176-41d6-9cb9-82e7c296f1c5|6270.7|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|MCC OVERSEAS (M) SDN BHD|0|DN21023|03-4065 0121/122|0|0|0|0|0|0|0||28-02-21|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||28-02-21|-1|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|6270.7|144187.74|0|0|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
||Debit Memo|||1552392.84|15257.93|13257.93|12257.93|0|D|23-04-21 0:00||MJSB|MJSB|DN21024||03-4065 0111|2a3cf441-6961-4714-8ac3-b7faa2229b56|6987.23|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|MCC OVERSEAS (M) SDN BHD|0|DN21024|03-4065 0121/122|0|0|0|0|0|0|0||28-02-21|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||28-02-21|-1|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|6987.23|151174.97|0|0|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
||Debit Memo|||1552392.84|15257.93|13257.93|12257.93|0|D|23-04-21 0:00||MJSB|MJSB|DN21037||03-4065 0111|9b7dc735-cf7c-4335-8f73-9678f71f968e|6270.7|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|MCC OVERSEAS (M) SDN BHD|0|DN21037|03-4065 0121/122|0|0|0|0|0|0|0||31-03-21|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||31-03-21|-1|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|6270.7|157445.67|0|0|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
||Debit Memo|||1552392.84|15257.93|13257.93|12257.93|0|D|23-04-21 0:00||MJSB|MJSB|DN21038||03-4065 0111|1bfc99db-edad-46c1-a2bf-970e9df2edca|5987.23|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|MCC OVERSEAS (M) SDN BHD|0|DN21038|03-4065 0121/122|0|0|0|0|0|0|0||31-03-21|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||31-03-21|-1|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|5987.23|163432.9|0|0|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
||Invoice||60|1552392.84|15257.93|13257.93|12257.93|0|I|23-04-21 0:00||MJSB|MJSB|  97110|Project: THE FACE II|03-4065 0111|84a14655-7f5f-445b-81b0-632ce490a96c|15915.12|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|MCC OVERSEAS (M) SDN BHD|0|  97110|03-4065 0121/122|0|0|0|0|0|0|0||30-01-20|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||30-01-20|2|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|15915.12|179348.02|  97110|1|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
||Payment||60|1552392.84|15257.93|13257.93|12257.93|0|P|23-04-21 0:00||MJSB|MJSB|30924|Project: THE FACE II|03-4065 0111|7af46de5-b58c-41dc-b191-6154488c4d6b|-5631.62|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|5631.62|MCC OVERSEAS (M) SDN BHD|30924|  97110|03-4065 0121/122|0|0|0|0|0|0|0||18-03-21|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||18-03-21|2|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|-5631.62|173716.4|  97110|1|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
||Invoice||60|1552392.84|15257.93|13257.93|12257.93|0|I|23-04-21 0:00||MJSB|MJSB|  97112|Project: THE FACE II|03-4065 0111|570d623d-560f-4ed2-a266-c301dca8d543|17238.76|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|MCC OVERSEAS (M) SDN BHD|0|  97112|03-4065 0121/122|0|0|0|0|0|0|0||30-01-20|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||30-01-20|2|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|17238.76|190955.16|  97112|1|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
||Invoice||60|1552392.84|15257.93|13257.93|12257.93|0|I|23-04-21 0:00||MJSB|MJSB|  97113|Project: THE FACE II|03-4065 0111|90146026-5b9d-444b-9ce2-4b54514bd409|21957.37|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|MCC OVERSEAS (M) SDN BHD|0|  97113|03-4065 0121/122|0|0|0|0|0|0|0||30-01-20|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||30-01-20|2|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|21957.37|212912.53|  97113|1|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
||Invoice||60|1552392.84|15257.93|13257.93|12257.93|0|I|23-04-21 0:00||MJSB|MJSB|  97257|Project: THE FACE II|03-4065 0111|ec944f3e-9c3d-453c-a708-073621baa72e|64346.34|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|MCC OVERSEAS (M) SDN BHD|0|  97257|03-4065 0121/122|0|0|0|0|0|0|0||30-01-20|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||30-01-20|2|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|64346.34|277258.87|  97257|1|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
||Invoice||60|1552392.84|15257.93|13257.93|12257.93|0|I|23-04-21 0:00||MJSB|MJSB|  97352|Project: THE FACE II|03-4065 0111|0606b176-0e1b-4d57-8066-74a8bc02688c|64213.18|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|MCC OVERSEAS (M) SDN BHD|0|  97352|03-4065 0121/122|0|0|0|0|0|0|0||30-01-20|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||30-01-20|2|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|64213.18|341472.05|  97352|1|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
||Invoice||60|1552392.84|15257.93|13257.93|12257.93|0|I|23-04-21 0:00||MJSB|MJSB|  97362|Project: THE FACE II|03-4065 0111|05f78cb6-b4b3-4828-80ec-11e61f8c24cc|21041|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|MCC OVERSEAS (M) SDN BHD|0|  97362|03-4065 0121/122|0|0|0|0|0|0|0||30-01-20|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||30-01-20|2|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|21041|362513.05|  97362|1|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
||Invoice||60|1552392.84|15257.93|13257.93|12257.93|0|I|23-04-21 0:00||MJSB|MJSB|  97364|Project: THE FACE II|03-4065 0111|e4c5af21-ab84-4e18-885a-59b81cdf3b59|58565.44|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|MCC OVERSEAS (M) SDN BHD|0|  97364|03-4065 0121/122|0|0|0|0|0|0|0||30-01-20|60 Days|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA
03-4065 0121/122"||30-01-20|2|AR-M093|"MCC OVERSEAS (M) SDN BHD
LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
NO.2 JALAN PJU 8/8A
BANDAR DAMANSARA PERDANA
47820 PETALING JAYA"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|58565.44|421078.49|  97364|1|47820 PETALING JAYA|BANDAR DAMANSARA PERDANA|NO.2 JALAN PJU 8/8A|LEVEL B3, B1 & LG , BLOCK E6, EMPIRE DAMANSARA
