Postal/ZIP|Internet URL|Type|TotalDueBalance|Terms|Tamtagebal5|Tamtagebal4|Tamtagebal3|Tamtagebal2|Tamtagebal1|StdCh|Date|Prov/State|Name|Site|G/L Reference|Project|Phone|Row Pointer|Pamount|Pairvalue|Address|Address|Namount|Name|Invoice Seq|Invoice|Phone|Eurotamtagebal5|Eurotamtagebal4|Eurotamtagebal3|Eurotamtagebal2|Eurotamtagebal1|Europamount|Eurobalance2|Email|Date|Description|Address|Debit|Date|CustSeq|Customer|Address|Name|Currency|Currency|Postal/ZIP|Address|Credit|User Name|CreateDate|Country|Contact|City|Bank Transit Number|Name|Bank Account|Balance2|Balance1|Invoice|Number of Invoices|Address|Address|Address|Address
||Invoice||60|0|0|43792.75|251800.9|1186502.3|I|23-04-21 0:00||MJSB|MJSB|1005610|Project : LRT3 STATION 25|03-5882 5389|28aafa2a-867f-4f17-a8f4-a629b4474264|2400|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|ALPACE ENGINEERING S/B|0|1005610|03-5882 4389|0|0|0|0|0|0|0||31-03-21|60 Days|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR
03-5882 4389"||31-03-21|35|AR-A010|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|2400|182148.15|1005610|1|SELANGOR|47100 PUCHONG|BANDAR PUCHONG UTAMA|38-B JALAN BPU 9
||Invoice||60|0|0|43792.75|251800.9|1186502.3|I|23-04-21 0:00||MJSB|MJSB|1005611|Project: AURORA SIME DARBY, SUBANG JAYA|03-5882 5389|19d071ee-19ed-4fdf-a2f0-e4994316ea44|913.5|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|ALPACE ENGINEERING S/B|0|1005611|03-5882 4389|0|0|0|0|0|0|0||31-03-21|60 Days|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR
03-5882 4389"||31-03-21|32|AR-A010|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|913.5|183061.65|1005611|1|SELANGOR|47100 PUCHONG|BANDAR PUCHONG UTAMA|38-B JALAN BPU 9
||Invoice||60|0|0|43792.75|251800.9|1186502.3|I|23-04-21 0:00||MJSB|MJSB|1005729|Project : SMC4, ANNEX SUNWAY|03-5882 5389|5c8d67bb-6985-446c-bffa-315f6a733260|7700|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|ALPACE ENGINEERING S/B|0|1005729|03-5882 4389|0|0|0|0|0|0|0||31-03-21|60 Days|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR
03-5882 4389"||31-03-21|16|AR-A010|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|7700|190761.65|1005729|1|SELANGOR|47100 PUCHONG|BANDAR PUCHONG UTAMA|38-B JALAN BPU 9
||Invoice||60|0|0|43792.75|251800.9|1186502.3|I|23-04-21 0:00||MJSB|MJSB|1005860|Project : LRT3 STATION 25|03-5882 5389|11e1d03e-1cdc-4419-a2e6-5082c28633b0|795.9|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|ALPACE ENGINEERING S/B|0|1005860|03-5882 4389|0|0|0|0|0|0|0||30-04-21|60 Days|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR
03-5882 4389"||30-04-21|35|AR-A010|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|795.9|191557.55|1005860|1|SELANGOR|47100 PUCHONG|BANDAR PUCHONG UTAMA|38-B JALAN BPU 9
||Invoice||60|0|0|43792.75|251800.9|1186502.3|I|23-04-21 0:00||MJSB|MJSB|1005978|Project: PMU MAHKOTA CHERAS, SELANGOR|03-5882 5389|6cef6682-74ce-4d2a-9f19-e4d7b103dc29|41952|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|ALPACE ENGINEERING S/B|0|1005978|03-5882 4389|0|0|0|0|0|0|0||30-04-21|60 Days|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR
03-5882 4389"||30-04-21|37|AR-A010|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|41952|233509.55|1005978|1|SELANGOR|47100 PUCHONG|BANDAR PUCHONG UTAMA|38-B JALAN BPU 9
||Invoice||30|0|0|43792.75|251800.9|1186502.3|I|23-04-21 0:00||MJSB|MJSB|1006033|Project: LRT3 STATION 26|03-5882 5389|7b83c984-1122-4bb1-9f87-8e5f1221ba08|104832|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|ALPACE ENGINEERING S/B|0|1006033|03-5882 4389|0|0|0|0|0|0|0||31-03-21|60 Days|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR
03-5882 4389"||31-03-21|38|AR-A010|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|104832|338341.55|1006033|1|SELANGOR|47100 PUCHONG|BANDAR PUCHONG UTAMA|38-B JALAN BPU 9
||Invoice||60|0|0|43792.75|251800.9|1186502.3|I|23-04-21 0:00||MJSB|MJSB|1006106|Project: GENTING SEMPAH, BENTONG PAHANG|03-5882 5389|58b624c6-4982-410a-9ad1-d79fb3aa6c71|64477.5|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|ALPACE ENGINEERING S/B|0|1006106|03-5882 4389|0|0|0|0|0|0|0||30-04-21|60 Days|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR
03-5882 4389"||30-04-21|36|AR-A010|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|64477.5|402819.05|1006106|1|SELANGOR|47100 PUCHONG|BANDAR PUCHONG UTAMA|38-B JALAN BPU 9
||Invoice||60|0|0|43792.75|251800.9|1186502.3|I|23-04-21 0:00||MJSB|MJSB|1006113|Project: GENTING SEMPAH, BENTONG PAHANG|03-5882 5389|22527e0e-6887-4f46-abf3-e7aa6ef01802|13770|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|ALPACE ENGINEERING S/B|0|1006113|03-5882 4389|0|0|0|0|0|0|0||30-04-21|60 Days|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR
03-5882 4389"||30-04-21|36|AR-A010|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|13770|416589.05|1006113|1|SELANGOR|47100 PUCHONG|BANDAR PUCHONG UTAMA|38-B JALAN BPU 9
||Invoice||60|0|0|43792.75|251800.9|1186502.3|I|23-04-21 0:00||MJSB|MJSB|1006120|Project: PMU MAHKOTA CHERAS, SELANGOR|03-5882 5389|68e746c9-5ab6-4adb-bdf2-d4fbd18cce0e|8606.7|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|ALPACE ENGINEERING S/B|0|1006120|03-5882 4389|0|0|0|0|0|0|0||30-04-21|60 Days|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR
03-5882 4389"||30-04-21|37|AR-A010|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|8606.7|425195.75|1006120|1|SELANGOR|47100 PUCHONG|BANDAR PUCHONG UTAMA|38-B JALAN BPU 9
||Invoice||60|0|0|43792.75|251800.9|1186502.3|I|23-04-21 0:00||MJSB|MJSB|1006154|Project: LRT3 STATION 26|03-5882 5389|6e3a4f07-c434-4bf5-8b40-8eb11da467da|11856|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|ALPACE ENGINEERING S/B|0|1006154|03-5882 4389|0|0|0|0|0|0|0||30-04-21|60 Days|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR
03-5882 4389"||30-04-21|38|AR-A010|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|11856|437051.75|1006154|1|SELANGOR|47100 PUCHONG|BANDAR PUCHONG UTAMA|38-B JALAN BPU 9
||Invoice||60|0|0|43792.75|251800.9|1186502.3|I|23-04-21 0:00||MJSB|MJSB|1006200|Project: LRT 3 STATION 18|03-5882 5389|fabb348d-a56a-4a51-b950-63ae21a2479c|118628.16|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|ALPACE ENGINEERING S/B|0|1006200|03-5882 4389|0|0|0|0|0|0|0||31-05-21|60 Days|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR
03-5882 4389"||31-05-21|17|AR-A010|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|118628.16|555679.91|1006200|1|SELANGOR|47100 PUCHONG|BANDAR PUCHONG UTAMA|38-B JALAN BPU 9
||Invoice||60|0|0|43792.75|251800.9|1186502.3|I|23-04-21 0:00||MJSB|MJSB|1006220|Project: LRT3 STATION 26|03-5882 5389|b2981cb8-a6f8-431c-b4df-ee50fa825c25|13365|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|ALPACE ENGINEERING S/B|0|1006220|03-5882 4389|0|0|0|0|0|0|0||31-05-21|60 Days|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR
03-5882 4389"||31-05-21|38|AR-A010|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|13365|569044.91|1006220|1|SELANGOR|47100 PUCHONG|BANDAR PUCHONG UTAMA|38-B JALAN BPU 9
||Invoice||60|0|0|43792.75|251800.9|1186502.3|I|23-04-21 0:00||MJSB|MJSB|1006276|Project: LRT3 STATION 26|03-5882 5389|75674137-a613-4679-9a9a-37c6053534b1|19694.4|0|"MAKIN JUTA SDN BHD
1816, Jalan KPB 1,"|"MAKIN JUTA SDN BHD, 1816, Jalan KPB 1,, Kawasan Perindustrian Kg Baru Balakong, 43300 Seri Kembangan Selangor, 
P: 603 8961 3111"|0|ALPACE ENGINEERING S/B|0|1006276|03-5882 4389|0|0|0|0|0|0|0||31-05-21|60 Days|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR
03-5882 4389"||31-05-21|38|AR-A010|"ALPACE ENGINEERING S/B
38-B JALAN BPU 9
BANDAR PUCHONG UTAMA
47100 PUCHONG
SELANGOR"|MAKIN JUTA SDN BHD|MYR|MYR||1816, Jalan KPB 1,|||||||        |Malayan Banking Bhd|5140 4842 1126|19694.4|588739.31|1006276|1|SELANGOR|47100 PUCHONG|BANDAR PUCHONG UTAMA|38-B JALAN BPU 9
